seq,job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,p_over_w_ratio,start_time,completion_time,waiting_time,flow_time,tardiness
925,J0263,EV Battery Case,Milling,102,467,703,5,20.4,46985,47087,46518,46620,46384
926,J0480,Drive Shaft,Lathe,102,445,583,5,20.4,47087,47189,46642,46744,46606
927,J0492,Drive Shaft,Grinding,102,485,601,5,20.4,47189,47291,46704,46806,46690
928,J0501,Drive Shaft,Lathe,102,5,186,4,25.5,47291,47393,47286,47388,47207
929,J0689,EV Battery Case,Assembly,102,59,210,5,20.4,47393,47495,47334,47436,47285
930,J0791,EV Battery Case,Milling,102,491,716,5,20.4,47495,47597,47004,47106,46881
931,J0863,EV Battery Case,Milling,102,402,638,5,20.4,47597,47699,47195,47297,47061
932,J0978,Drive Shaft,Lathe,102,187,361,4,25.5,47699,47801,47512,47614,47440
933,J0765,Drive Shaft,Lathe,103,295,447,4,25.75,47801,47904,47506,47609,47457
934,J0440,EV Battery Case,Milling,104,364,581,5,20.8,47904,48008,47540,47644,47427
935,J0774,EV Battery Case,Assembly,104,380,620,5,20.8,48008,48112,47628,47732,47492
936,J0271,Drive Shaft,Grinding,105,429,574,4,26.25,48112,48217,47683,47788,47643
937,J0335,EV Battery Case,Milling,105,482,619,5,21.0,48217,48322,47735,47840,47703
938,J0378,Drive Shaft,Grinding,105,346,468,5,21.0,48322,48427,47976,48081,47959
939,J0430,EV Battery Case,Assembly,105,89,209,5,21.0,48427,48532,48338,48443,48323
940,J0905,Drive Shaft,Lathe,105,410,578,4,26.25,48532,48637,48122,48227,48059
941,J0970,EV Battery Case,Milling,105,209,426,5,21.0,48637,48742,48428,48533,48316
942,J0303,EV Battery Case,Assembly,106,79,317,5,21.2,48742,48848,48663,48769,48531
943,J0586,EV Battery Case,Assembly,106,346,576,5,21.2,48848,48954,48502,48608,48378
944,J0650,Drive Shaft,Grinding,106,390,547,5,21.2,48954,49060,48564,48670,48513
945,J0697,Drive Shaft,Grinding,106,292,456,4,26.5,49060,49166,48768,48874,48710
946,J0762,EV Battery Case,Milling,106,35,239,5,21.2,49166,49272,49131,49237,49033
947,J0188,EV Battery Case,Milling,107,354,578,5,21.4,49272,49379,48918,49025,48801
948,J0254,Drive Shaft,Lathe,107,49,175,5,21.4,49379,49486,49330,49437,49311
949,J0372,Drive Shaft,Lathe,107,375,528,4,26.75,49486,49593,49111,49218,49065
950,J0455,EV Battery Case,Milling,107,205,358,5,21.4,49593,49700,49388,49495,49342
951,J0594,Drive Shaft,Grinding,107,116,291,4,26.75,49700,49807,49584,49691,49516
952,J0795,EV Battery Case,Milling,107,194,352,5,21.4,49807,49914,49613,49720,49562
953,J0028,Drive Shaft,Lathe,108,460,695,4,27.0,49914,50022,49454,49562,49327
954,J0644,Drive Shaft,Grinding,108,306,513,4,27.0,50022,50130,49716,49824,49617
955,J0737,Drive Shaft,Lathe,108,207,411,4,27.0,50130,50238,49923,50031,49827
956,J0819,Drive Shaft,Grinding,108,493,687,4,27.0,50238,50346,49745,49853,49659
957,J0107,Drive Shaft,Grinding,109,71,316,4,27.25,50346,50455,50275,50384,50139
958,J0623,EV Battery Case,Assembly,109,218,448,5,21.8,50455,50564,50237,50346,50116
959,J0731,EV Battery Case,Milling,109,276,450,5,21.8,50564,50673,50288,50397,50223
960,J0907,EV Battery Case,Milling,109,178,321,5,21.8,50673,50782,50495,50604,50461
961,J0023,EV Battery Case,Milling,110,281,484,5,22.0,50782,50892,50501,50611,50408
962,J0234,Drive Shaft,Grinding,110,40,192,5,22.0,50892,51002,50852,50962,50810
963,J0411,Drive Shaft,Lathe,110,165,364,4,27.5,51002,51112,50837,50947,50748
964,J0821,EV Battery Case,Assembly,110,272,439,5,22.0,51112,51222,50840,50950,50783
965,J0883,Drive Shaft,Lathe,110,354,581,4,27.5,51222,51332,50868,50978,50751
966,J0952,Drive Shaft,Lathe,110,351,569,4,27.5,51332,51442,50981,51091,50873
967,J0042,EV Battery Case,Assembly,111,122,367,5,22.2,51442,51553,51320,51431,51186
968,J0262,Drive Shaft,Lathe,111,366,565,4,27.75,51553,51664,51187,51298,51099
969,J0423,Drive Shaft,Lathe,111,427,610,4,27.75,51664,51775,51237,51348,51165
970,J0057,EV Battery Case,Assembly,112,447,631,5,22.4,51775,51887,51328,51440,51256
971,J0280,EV Battery Case,Assembly,112,384,572,5,22.4,51887,51999,51503,51615,51427
972,J0538,EV Battery Case,Milling,112,211,378,5,22.4,51999,52111,51788,51900,51733
973,J0575,EV Battery Case,Milling,112,25,240,5,22.4,52111,52223,52086,52198,51983
974,J0604,EV Battery Case,Assembly,112,130,275,5,22.4,52223,52335,52093,52205,52060
975,J0135,EV Battery Case,Milling,113,448,671,5,22.6,52335,52448,51887,52000,51777
976,J0202,EV Battery Case,Milling,113,191,332,5,22.6,52448,52561,52257,52370,52229
977,J0292,Drive Shaft,Lathe,113,84,247,5,22.6,52561,52674,52477,52590,52427
978,J0366,Drive Shaft,Lathe,113,290,548,4,28.25,52674,52787,52384,52497,52239
979,J0712,EV Battery Case,Milling,113,22,223,5,22.6,52787,52900,52765,52878,52677
980,J0741,Drive Shaft,Lathe,113,113,352,4,28.25,52900,53013,52787,52900,52661
981,J0953,Drive Shaft,Lathe,113,340,576,4,28.25,53013,53126,52673,52786,52550
982,J0994,EV Battery Case,Assembly,113,88,226,5,22.6,53126,53239,53038,53151,53013
983,J0404,EV Battery Case,Milling,114,61,226,5,22.8,53239,53353,53178,53292,53127
984,J0805,EV Battery Case,Assembly,114,425,629,5,22.8,53353,53467,52928,53042,52838
985,J0380,EV Battery Case,Milling,115,139,366,5,23.0,53467,53582,53328,53443,53216
986,J0431,EV Battery Case,Assembly,116,311,564,5,23.2,53582,53698,53271,53387,53134
987,J0705,Drive Shaft,Lathe,116,76,210,5,23.2,53698,53814,53622,53738,53604
988,J0902,Drive Shaft,Lathe,116,197,405,4,29.0,53814,53930,53617,53733,53525
989,J0582,EV Battery Case,Assembly,117,371,516,5,23.4,53930,54047,53559,53676,53531
990,J0687,EV Battery Case,Assembly,117,325,490,5,23.4,54047,54164,53722,53839,53674
991,J0754,Drive Shaft,Lathe,117,269,427,5,23.4,54164,54281,53895,54012,53854
992,J0111,Drive Shaft,Lathe,118,348,539,4,29.5,54281,54399,53933,54051,53860
993,J0195,Drive Shaft,Lathe,118,433,688,4,29.5,54399,54517,53966,54084,53829
994,J0211,Drive Shaft,Lathe,118,46,254,4,29.5,54517,54635,54471,54589,54381
995,J0413,EV Battery Case,Assembly,118,346,563,5,23.6,54635,54753,54289,54407,54190
996,J0690,EV Battery Case,Assembly,118,366,538,5,23.6,54753,54871,54387,54505,54333
997,J0553,Drive Shaft,Lathe,119,133,299,4,29.75,54871,54990,54738,54857,54691
998,J0835,EV Battery Case,Assembly,119,157,297,5,23.8,54990,55109,54833,54952,54812
999,J0933,EV Battery Case,Assembly,119,493,721,5,23.8,55109,55228,54616,54735,54507
1000,J0744,EV Battery Case,Assembly,120,25,269,5,24.0,55228,55348,55203,55323,55079
