seq,job_id,product,operation_type,processing_time,arrival_time,due_date,priority_weight,p_over_w_ratio,start_time,completion_time,waiting_time,flow_time,tardiness,weighted_completion
866,J0374,Gear Box Cover,Drilling,67,477,590,3,22.33,43345,43412,42868,42935,42822,130236
867,J0466,Gear Box Cover,Milling,67,67,226,3,22.33,43412,43479,43345,43412,43253,130437
868,J0057,EV Battery Case,Assembly,112,447,631,5,22.4,43479,43591,43032,43144,42960,217955
869,J0280,EV Battery Case,Assembly,112,384,572,5,22.4,43591,43703,43207,43319,43131,218515
870,J0538,EV Battery Case,Milling,112,211,378,5,22.4,43703,43815,43492,43604,43437,219075
871,J0575,EV Battery Case,Milling,112,25,240,5,22.4,43815,43927,43790,43902,43687,219635
872,J0604,EV Battery Case,Assembly,112,130,275,5,22.4,43927,44039,43797,43909,43764,220195
873,J0015,Drive Shaft,Lathe,90,174,380,4,22.5,44039,44129,43865,43955,43749,176516
874,J0135,EV Battery Case,Milling,113,448,671,5,22.6,44129,44242,43681,43794,43571,221210
875,J0202,EV Battery Case,Milling,113,191,332,5,22.6,44242,44355,44051,44164,44023,221775
876,J0292,Drive Shaft,Lathe,113,84,247,5,22.6,44355,44468,44271,44384,44221,222340
877,J0712,EV Battery Case,Milling,113,22,223,5,22.6,44468,44581,44446,44559,44358,222905
878,J0994,EV Battery Case,Assembly,113,88,226,5,22.6,44581,44694,44493,44606,44468,223470
879,J0034,Engine Bracket,Grinding,68,186,308,3,22.67,44694,44762,44508,44576,44454,134286
880,J0237,Engine Bracket,Milling,68,403,539,3,22.67,44762,44830,44359,44427,44291,134490
881,J0337,Engine Bracket,Grinding,68,51,268,3,22.67,44830,44898,44779,44847,44630,134694
882,J0456,Engine Bracket,Milling,68,478,640,3,22.67,44898,44966,44420,44488,44326,134898
883,J0488,Engine Bracket,Grinding,68,429,578,3,22.67,44966,45034,44537,44605,44456,135102
884,J0710,Gear Box Cover,Milling,68,325,444,3,22.67,45034,45102,44709,44777,44658,135306
885,J0833,Engine Bracket,Grinding,68,481,620,3,22.67,45102,45170,44621,44689,44550,135510
886,J0227,Drive Shaft,Lathe,91,60,249,4,22.75,45170,45261,45110,45201,45012,181044
887,J0384,Battery Module Cover,Assembly,91,231,362,4,22.75,45261,45352,45030,45121,44990,181408
888,J0508,Drive Shaft,Lathe,91,73,249,4,22.75,45352,45443,45279,45370,45194,181772
889,J0700,Drive Shaft,Lathe,91,195,436,4,22.75,45443,45534,45248,45339,45098,182136
890,J0788,Battery Module Cover,Assembly,91,494,723,4,22.75,45534,45625,45040,45131,44902,182500
891,J0984,Drive Shaft,Grinding,91,65,277,4,22.75,45625,45716,45560,45651,45439,182864
892,J0404,EV Battery Case,Milling,114,61,226,5,22.8,45716,45830,45655,45769,45604,229150
893,J0805,EV Battery Case,Assembly,114,425,629,5,22.8,45830,45944,45405,45519,45315,229720
894,J0038,Engine Bracket,Milling,69,278,484,3,23.0,45944,46013,45666,45735,45529,138039
895,J0108,Battery Module Cover,Assembly,92,351,574,4,23.0,46013,46105,45662,45754,45531,184420
896,J0183,Engine Bracket,Grinding,69,22,222,3,23.0,46105,46174,46083,46152,45952,138522
897,J0251,Sensor Housing,Milling,23,181,310,1,23.0,46174,46197,45993,46016,45887,46197
898,J0286,Gear Box Cover,Milling,69,289,508,3,23.0,46197,46266,45908,45977,45758,138798
899,J0300,Gear Box Cover,Drilling,69,395,533,3,23.0,46266,46335,45871,45940,45802,139005
900,J0353,Battery Module Cover,Assembly,92,148,385,4,23.0,46335,46427,46187,46279,46042,185708
901,J0380,EV Battery Case,Milling,115,139,366,5,23.0,46427,46542,46288,46403,46176,232710
902,J0399,Sensor Housing,Milling,23,248,338,1,23.0,46542,46565,46294,46317,46227,46565
903,J0483,Gear Box Cover,Drilling,69,234,388,3,23.0,46565,46634,46331,46400,46246,139902
904,J0495,Gear Box Cover,Drilling,69,271,391,3,23.0,46634,46703,46363,46432,46312,140109
905,J0841,Sensor Housing,Milling,23,221,357,1,23.0,46703,46726,46482,46505,46369,46726
906,J0431,EV Battery Case,Assembly,116,311,564,5,23.2,46726,46842,46415,46531,46278,234210
907,J0705,Drive Shaft,Lathe,116,76,210,5,23.2,46842,46958,46766,46882,46748,234790
908,J0242,Drive Shaft,Grinding,93,86,252,4,23.25,46958,47051,46872,46965,46799,188204
909,J0572,Drive Shaft,Grinding,93,94,272,4,23.25,47051,47144,46957,47050,46872,188576
910,J0064,Gear Box Cover,Milling,70,29,174,3,23.33,47144,47214,47115,47185,47040,141642
911,J0461,Engine Bracket,Grinding,70,277,391,3,23.33,47214,47284,46937,47007,46893,141852
912,J0498,Engine Bracket,Grinding,70,80,294,3,23.33,47284,47354,47204,47274,47060,142062
913,J0627,Engine Bracket,Milling,70,172,382,3,23.33,47354,47424,47182,47252,47042,142272
914,J0713,Engine Bracket,Milling,70,385,547,3,23.33,47424,47494,47039,47109,46947,142482
915,J0845,Gear Box Cover,Drilling,70,34,221,3,23.33,47494,47564,47460,47530,47343,142692
916,J0582,EV Battery Case,Assembly,117,371,516,5,23.4,47564,47681,47193,47310,47165,238405
917,J0687,EV Battery Case,Assembly,117,325,490,5,23.4,47681,47798,47356,47473,47308,238990
918,J0754,Drive Shaft,Lathe,117,269,427,5,23.4,47798,47915,47529,47646,47488,239575
919,J0186,Drive Shaft,Grinding,94,404,593,4,23.5,47915,48009,47511,47605,47416,192036
920,J0413,EV Battery Case,Assembly,118,346,563,5,23.6,48009,48127,47663,47781,47564,240635
921,J0690,EV Battery Case,Assembly,118,366,538,5,23.6,48127,48245,47761,47879,47707,241225
922,J0576,Gear Box Cover,Drilling,71,80,268,3,23.67,48245,48316,48165,48236,48048,144948
923,J0964,Gear Box Cover,Milling,71,191,332,3,23.67,48316,48387,48125,48196,48055,145161
924,J0061,Battery Module Cover,Assembly,95,225,437,4,23.75,48387,48482,48162,48257,48045,193928
925,J0835,EV Battery Case,Assembly,119,157,297,5,23.8,48482,48601,48325,48444,48304,243005
926,J0933,EV Battery Case,Assembly,119,493,721,5,23.8,48601,48720,48108,48227,47999,243600
927,J0127,Drive Shaft,Grinding,96,154,343,4,24.0,48720,48816,48566,48662,48473,195264
928,J0457,Drive Shaft,Lathe,96,55,199,4,24.0,48816,48912,48761,48857,48713,195648
929,J0668,Gear Box Cover,Milling,72,26,164,3,24.0,48912,48984,48886,48958,48820,146952
930,J0685,Drive Shaft,Grinding,96,216,405,4,24.0,48984,49080,48768,48864,48675,196320
931,J0744,EV Battery Case,Assembly,120,25,269,5,24.0,49080,49200,49055,49175,48931,246000
932,J0807,Gear Box Cover,Drilling,72,180,362,3,24.0,49200,49272,49020,49092,48910,147816
933,J0834,Sensor Housing,Milling,24,347,517,1,24.0,49272,49296,48925,48949,48779,49296
934,J0837,Drive Shaft,Grinding,96,200,379,4,24.0,49296,49392,49096,49192,49013,197568
935,J0212,Drive Shaft,Grinding,97,145,335,4,24.25,49392,49489,49247,49344,49154,197956
936,J0955,Drive Shaft,Lathe,97,336,496,4,24.25,49489,49586,49153,49250,49090,198344
937,J0983,Drive Shaft,Lathe,97,376,561,4,24.25,49586,49683,49210,49307,49122,198732
938,J0903,Battery Module Cover,Assembly,98,388,627,4,24.5,49683,49781,49295,49393,49154,199124
939,J0177,Gear Box Cover,Drilling,74,420,636,3,24.67,49781,49855,49361,49435,49219,149565
940,J0316,Gear Box Cover,Milling,74,439,639,3,24.67,49855,49929,49416,49490,49290,149787
941,J0602,Gear Box Cover,Milling,74,446,574,3,24.67,49929,50003,49483,49557,49429,150009
942,J0704,Engine Bracket,Grinding,74,57,232,3,24.67,50003,50077,49946,50020,49845,150231
943,J0077,Drive Shaft,Lathe,99,169,345,4,24.75,50077,50176,49908,50007,49831,200704
944,J0204,Battery Module Cover,Assembly,99,38,287,4,24.75,50176,50275,50138,50237,49988,201100
945,J0278,Drive Shaft,Lathe,99,54,219,4,24.75,50275,50374,50221,50320,50155,201496
946,J0376,Drive Shaft,Lathe,99,159,374,4,24.75,50374,50473,50215,50314,50099,201892
947,J0005,Drive Shaft,Lathe,100,25,170,4,25.0,50473,50573,50448,50548,50403,202292
948,J0223,Sensor Housing,Milling,25,402,546,1,25.0,50573,50598,50171,50196,50052,50598
949,J0243,Sensor Housing,Milling,25,439,561,1,25.0,50598,50623,50159,50184,50062,50623
950,J0416,Gear Box Cover,Milling,75,38,196,3,25.0,50623,50698,50585,50660,50502,152094
951,J0545,Sensor Housing,Milling,25,146,320,1,25.0,50698,50723,50552,50577,50403,50723
952,J0636,Sensor Housing,Milling,25,137,204,1,25.0,50723,50748,50586,50611,50544,50748
953,J0920,Sensor Housing,Milling,25,132,280,1,25.0,50748,50773,50616,50641,50493,50773
954,J0937,Sensor Housing,Milling,25,99,261,1,25.0,50773,50798,50674,50699,50537,50798
955,J0585,Drive Shaft,Lathe,101,492,643,4,25.25,50798,50899,50306,50407,50256,203596
956,J0836,Drive Shaft,Lathe,101,201,443,4,25.25,50899,51000,50698,50799,50557,204000
957,J0363,Gear Box Cover,Milling,76,6,227,3,25.33,51000,51076,50994,51070,50849,153228
958,J0557,Gear Box Cover,Milling,76,179,312,3,25.33,51076,51152,50897,50973,50840,153456
959,J0634,Engine Bracket,Grinding,76,444,667,3,25.33,51152,51228,50708,50784,50561,153684
960,J0501,Drive Shaft,Lathe,102,5,186,4,25.5,51228,51330,51223,51325,51144,205320
961,J0978,Drive Shaft,Lathe,102,187,361,4,25.5,51330,51432,51143,51245,51071,205728
962,J0139,Engine Bracket,Grinding,77,378,528,3,25.67,51432,51509,51054,51131,50981,154527
963,J0856,Gear Box Cover,Milling,77,444,568,3,25.67,51509,51586,51065,51142,51018,154758
964,J0765,Drive Shaft,Lathe,103,295,447,4,25.75,51586,51689,51291,51394,51242,206756
965,J0271,Drive Shaft,Grinding,105,429,574,4,26.25,51689,51794,51260,51365,51220,207176
966,J0905,Drive Shaft,Lathe,105,410,578,4,26.25,51794,51899,51384,51489,51321,207596
967,J0344,Gear Box Cover,Milling,79,251,391,3,26.33,51899,51978,51648,51727,51587,155934
968,J0722,Engine Bracket,Grinding,79,198,332,3,26.33,51978,52057,51780,51859,51725,156171
969,J0697,Drive Shaft,Grinding,106,292,456,4,26.5,52057,52163,51765,51871,51707,208652
970,J0320,Gear Box Cover,Milling,80,243,444,3,26.67,52163,52243,51920,52000,51799,156729
971,J0372,Drive Shaft,Lathe,107,375,528,4,26.75,52243,52350,51868,51975,51822,209400
972,J0594,Drive Shaft,Grinding,107,116,291,4,26.75,52350,52457,52234,52341,52166,209828
973,J0028,Drive Shaft,Lathe,108,460,695,4,27.0,52457,52565,51997,52105,51870,210260
974,J0644,Drive Shaft,Grinding,108,306,513,4,27.0,52565,52673,52259,52367,52160,210692
975,J0737,Drive Shaft,Lathe,108,207,411,4,27.0,52673,52781,52466,52574,52370,211124
976,J0819,Drive Shaft,Grinding,108,493,687,4,27.0,52781,52889,52288,52396,52202,211556
977,J0107,Drive Shaft,Grinding,109,71,316,4,27.25,52889,52998,52818,52927,52682,211992
978,J0311,Gear Box Cover,Milling,82,124,301,3,27.33,52998,53080,52874,52956,52779,159240
979,J0411,Drive Shaft,Lathe,110,165,364,4,27.5,53080,53190,52915,53025,52826,212760
980,J0883,Drive Shaft,Lathe,110,354,581,4,27.5,53190,53300,52836,52946,52719,213200
981,J0952,Drive Shaft,Lathe,110,351,569,4,27.5,53300,53410,52949,53059,52841,213640
982,J0262,Drive Shaft,Lathe,111,366,565,4,27.75,53410,53521,53044,53155,52956,214084
983,J0423,Drive Shaft,Lathe,111,427,610,4,27.75,53521,53632,53094,53205,53022,214528
984,J0453,Gear Box Cover,Milling,84,185,339,3,28.0,53632,53716,53447,53531,53377,161148
985,J0366,Drive Shaft,Lathe,113,290,548,4,28.25,53716,53829,53426,53539,53281,215316
986,J0741,Drive Shaft,Lathe,113,113,352,4,28.25,53829,53942,53716,53829,53590,215768
987,J0953,Drive Shaft,Lathe,113,340,576,4,28.25,53942,54055,53602,53715,53479,216220
988,J0567,Gear Box Cover,Milling,85,278,448,3,28.33,54055,54140,53777,53862,53692,162420
989,J0326,Gear Box Cover,Milling,86,491,644,3,28.67,54140,54226,53649,53735,53582,162678
990,J0873,Gear Box Cover,Milling,86,458,601,3,28.67,54226,54312,53768,53854,53711,162936
991,J0902,Drive Shaft,Lathe,116,197,405,4,29.0,54312,54428,54115,54231,54023,217712
992,J0608,Gear Box Cover,Milling,88,297,526,3,29.33,54428,54516,54131,54219,53990,163548
993,J0111,Drive Shaft,Lathe,118,348,539,4,29.5,54516,54634,54168,54286,54095,218536
994,J0195,Drive Shaft,Lathe,118,433,688,4,29.5,54634,54752,54201,54319,54064,219008
995,J0211,Drive Shaft,Lathe,118,46,254,4,29.5,54752,54870,54706,54824,54616,219480
996,J0724,Gear Box Cover,Milling,89,385,572,3,29.67,54870,54959,54485,54574,54387,164877
997,J0553,Drive Shaft,Lathe,119,133,299,4,29.75,54959,55078,54826,54945,54779,220312
998,J0436,Gear Box Cover,Milling,90,340,493,3,30.0,55078,55168,54738,54828,54675,165504
999,J0614,Gear Box Cover,Milling,90,490,629,3,30.0,55168,55258,54678,54768,54629,165774
1000,J0926,Gear Box Cover,Milling,90,477,648,3,30.0,55258,55348,54781,54871,54700,166044
